accession	parent_clade1	parent_clade2	tclade1_dist	clade2_dist	num_supporting_SNPs	recombination_break_points	breakpoint_midpoint_sites
EPI_ISL_493070	20B-2	19B-4	5	9	14	4	1521,18986,24573,28754
EPI_ISL_493070	19A-3	20A-2	7	3	10	5	1521,18787,23548,24628,26819
EPI_ISL_493070	19A-3	20A-1	7	4	11	5	1521,16524,23548,24628,26819
EPI_ISL_493070	19A-3	20C-1	7	4	11	5	1930,18787,23548,24628,26819
EPI_ISL_493070	20A-2	19B-1	3	11	14	5	247,20951,23600,24680,26028
EPI_ISL_493070	20A-1	19B-1	4	11	15	5	247,18688,23600,24680,26028
EPI_ISL_493070	20B-2	19B-1	5	11	16	5	247,20951,23600,28394,29173
EPI_ISL_493070	20B-1	19B-2	7	4	11	6	1521,9321,12134,18787,25819,28394
EPI_ISL_493070	19A-4	20B-1	5	7	12	6	1521,6449,10472,18986,24819,27394
EPI_ISL_493070	20B-1	19A-2	7	5	12	6	701,6449,10472,18787,26091,28666
EPI_ISL_493070	20B-1	19A-3	7	7	14	6	1521,8086,10472,18787,23712,28478
EPI_ISL_493070	20B-1	19B-3	7	7	14	6	1521,9321,12134,20613,25819,28394
EPI_ISL_493070	20B-1	19B-4	7	9	16	6	1521,9669,12134,18986,24737,28754
EPI_ISL_493070	20C-1	19B-1	4	11	15	7	247,656,1930,20951,23600,24680,26028
EPI_ISL_493070	20B-1	19B-1	7	11	18	7	247,9321,12134,20951,23764,28394,29173
EPI_ISL_493072	20A-3	19B-3	3	6	9	5	11477,15959,17841,20613,25655
EPI_ISL_493072	20A-2	19B-3	4	6	10	5	11477,15959,17841,20613,24365
EPI_ISL_493072	20A-1	19B-3	5	6	11	5	11477,15959,17841,21022,24365
EPI_ISL_493072	20B-2	19B-3	6	6	12	5	11477,15959,17841,20613,25655
EPI_ISL_493072	20B-1	19B-3	8	6	14	5	9321,15959,17841,20613,23449
EPI_ISL_493072	20C-1	19B-3	5	6	11	7	532,1930,11477,15959,17841,20613,24365
EPI_ISL_493080	20A-3	19B-3	6	3	9	4	1521,5791,15959,17841
EPI_ISL_493080	20A-2	19B-3	7	3	10	4	1521,5791,15959,17841
EPI_ISL_493080	20A-1	19B-3	8	3	11	4	1521,5791,15959,17841
EPI_ISL_493080	20C-1	19B-3	8	3	11	4	1930,5791,15959,17841
EPI_ISL_493080	20B-2	19B-3	9	3	12	4	1521,5791,15959,17841
EPI_ISL_493080	20B-1	19B-3	11	3	14	4	1521,5791,15959,17841
EPI_ISL_494139	20B-2	20A-1	2	3	5	1	27104
EPI_ISL_494139	20B-1	20A-1	4	3	7	1	27104
EPI_ISL_494154	19A-3	19A-2	3	3	6	2	3736,26002
EPI_ISL_494154	19A-1	19A-3	2	3	5	3	8579,12288,26002
EPI_ISL_494154	19A-4	19A-3	3	3	6	3	14149,19249,24918
EPI_ISL_494154	19A-3	19B-2	3	4	7	3	7429,12288,25918
EPI_ISL_494154	19A-3	19B-3	3	7	10	5	7429,12288,15620,20876,25918
EPI_ISL_494154	19A-3	19B-4	3	9	12	5	7429,12288,14149,19249,24836
EPI_ISL_494154	19A-3	20A-3	3	6	9	6	4556,8579,12288,13951,23548,26002
EPI_ISL_494154	19A-3	20A-2	3	7	10	6	4556,8579,12288,13951,23548,24628
EPI_ISL_494154	19A-3	20A-1	3	8	11	6	4556,8579,12288,13951,23548,24628
EPI_ISL_494154	19A-3	20C-1	3	8	11	6	4556,8579,12288,13951,23548,24628
EPI_ISL_494154	20B-2	19A-3	9	3	12	6	4556,8579,12288,13951,23548,26002
EPI_ISL_494154	19A-3	19B-1	3	11	14	6	4626,7429,12288,16115,21214,23863
EPI_ISL_494154	20B-1	19A-3	11	3	14	6	4556,8086,12288,13951,23712,26002
EPI_ISL_494216	19A-3	19A-2	3	3	6	2	3736,26002
EPI_ISL_494216	19A-1	19A-3	2	3	5	3	8579,12288,26002
EPI_ISL_494216	19A-4	19A-3	3	3	6	3	14149,19249,24918
EPI_ISL_494216	19A-3	19B-2	3	4	7	3	7429,12288,25918
EPI_ISL_494216	19A-3	19B-3	3	7	10	5	7429,12288,15620,20876,25918
EPI_ISL_494216	19A-3	19B-4	3	9	12	5	7429,12288,14149,19249,24836
EPI_ISL_494216	19A-3	20A-3	3	6	9	6	4556,8579,12288,13951,23548,26002
EPI_ISL_494216	19A-3	20A-2	3	7	10	6	4556,8579,12288,13951,23548,24628
EPI_ISL_494216	19A-3	20A-1	3	8	11	6	4556,8579,12288,13951,23548,24628
EPI_ISL_494216	19A-3	20C-1	3	8	11	6	4556,8579,12288,13951,23548,24628
EPI_ISL_494216	20B-2	19A-3	9	3	12	6	4556,8579,12288,13951,23548,26002
EPI_ISL_494216	19A-3	19B-1	3	11	14	6	4626,7429,12288,16115,21214,23863
EPI_ISL_494216	20B-1	19A-3	11	3	14	6	4556,8086,12288,13951,23712,26002
EPI_ISL_495051	20B-2	20A-1	2	3	5	1	27104
EPI_ISL_495051	20B-1	20A-1	4	3	7	1	27104
EPI_ISL_495226	19A-2	20A-3	4	3	7	5	701,6942,12627,18787,25927
EPI_ISL_495226	19A-4	20A-3	4	3	7	5	1521,6942,12627,18986,24655
EPI_ISL_495226	19A-2	20A-2	4	4	8	5	701,6942,12627,18787,27007
EPI_ISL_495226	19A-4	20A-2	4	4	8	5	1521,6942,12627,18986,25735
EPI_ISL_495226	19A-2	20A-1	4	5	9	5	701,6942,12627,16524,27007
EPI_ISL_495226	19A-2	20C-1	4	5	9	5	1110,6942,12627,18787,27007
EPI_ISL_495226	19A-3	20A-3	6	3	9	5	1521,8579,12288,18787,23548
EPI_ISL_495226	19A-4	20A-1	4	5	9	5	1521,6942,12627,16723,25735
EPI_ISL_495226	19A-4	20C-1	4	5	9	5	1930,6942,12627,18986,25735
EPI_ISL_495226	20B-2	19A-2	6	4	10	6	701,6942,12627,18787,25927,28666
EPI_ISL_495226	20B-2	19A-4	6	4	10	6	1521,6942,12627,18986,24655,27394
EPI_ISL_495226	19A-4	20B-1	4	8	12	6	1521,6449,12627,18986,24819,27394
EPI_ISL_495226	20B-1	19A-2	8	4	12	6	701,6449,12627,18787,26091,28666
EPI_ISL_495226	20B-2	19A-3	6	6	12	6	1521,8579,12288,18787,23548,28478
EPI_ISL_495226	20B-1	19A-3	8	6	14	6	1521,8086,12288,18787,23712,28478
EPI_ISL_495226	19A-3	20A-2	6	4	10	7	1521,8579,12288,18787,23548,24628,26819
EPI_ISL_495226	19A-3	20A-1	6	5	11	7	1521,8579,12288,16524,23548,24628,26819
EPI_ISL_495226	19A-3	20C-1	6	5	11	7	1930,8579,12288,18787,23548,24628,26819
EPI_ISL_495269	19A-3	20A-3	3	6	9	5	1521,4556,8579,23548,26002
EPI_ISL_495269	19A-3	20A-2	3	7	10	5	1521,4556,8579,23548,24628
EPI_ISL_495269	19A-3	20A-1	3	8	11	5	1521,4556,8579,23548,24628
EPI_ISL_495269	19A-3	20C-1	3	8	11	5	532,4556,8579,23548,24628
EPI_ISL_495269	20B-2	19A-3	9	3	12	5	1521,4556,8579,23548,26002
EPI_ISL_495269	20B-1	19A-3	11	3	14	5	1521,4556,8086,23712,26002
EPI_ISL_495827	19A-1	19B-3	2	3	5	1	17841
EPI_ISL_495827	19A-4	19B-3	5	3	8	3	9814,16158,17841
EPI_ISL_495827	19A-2	19B-3	5	3	8	4	4971,9814,14297,17841
EPI_ISL_495827	20A-3	19B-3	6	3	9	4	5791,11477,15959,17841
EPI_ISL_495827	19A-3	19B-3	7	3	10	4	7429,9814,15620,17841
EPI_ISL_495827	20A-2	19B-3	7	3	10	4	5791,11477,15959,17841
EPI_ISL_495827	20A-1	19B-3	8	3	11	4	5791,11477,15959,17841
EPI_ISL_495827	20C-1	19B-3	8	3	11	4	5791,11477,15959,17841
EPI_ISL_495827	20B-2	19B-3	9	3	12	4	5791,11477,15959,17841
EPI_ISL_495827	20B-1	19B-3	11	3	14	4	5791,9321,15959,17841
EPI_ISL_495965	20A-3	19B-3	5	4	9	5	1521,5791,11477,17684,25655
EPI_ISL_495965	20A-2	19B-3	6	4	10	5	1521,5791,11477,17684,26735
EPI_ISL_495965	20A-1	19B-3	7	4	11	5	1521,5791,11477,17684,26735
EPI_ISL_495965	20C-1	19B-3	7	4	11	5	1930,5791,11477,17684,26735
EPI_ISL_495965	20B-2	19B-3	8	4	12	6	1521,5791,11477,17684,25655,28394
EPI_ISL_495965	20B-1	19B-3	10	4	14	6	1521,5791,12134,17684,25819,28394
EPI_ISL_496298	20B-2	19B-3	6	6	12	4	5791,17841,20613,28394
EPI_ISL_496298	20B-1	19B-3	8	6	14	4	5791,17841,20613,28394
EPI_ISL_497021	20B-2	19A-1	2	5	7	2	1521,18787
EPI_ISL_497021	20B-1	19A-1	4	5	9	4	1521,18787,23449,26188
EPI_ISL_497021	20B-2	19B-2	2	7	9	4	1521,5791,11477,18787
EPI_ISL_497021	20B-2	19A-2	2	8	10	4	2099,6942,12627,18787
EPI_ISL_497021	20B-2	19A-4	2	8	10	4	1521,6942,12627,14488
EPI_ISL_497021	20B-2	19A-3	2	10	12	4	1521,4556,13951,18787
EPI_ISL_497021	20B-2	19B-3	2	10	12	4	1521,5791,11477,15959
EPI_ISL_497021	20B-2	19B-4	2	12	14	4	1521,5791,11824,14488
EPI_ISL_497021	20B-2	19B-1	2	14	16	4	1645,2989,11477,16454
EPI_ISL_497021	20B-1	19B-2	4	7	11	6	1521,5791,9321,18787,23449,25819
EPI_ISL_497021	19A-4	20B-1	8	4	12	6	1521,10472,12627,14488,23449,24819
EPI_ISL_497021	20B-1	19A-2	4	8	12	6	2099,10472,12627,18787,23449,26091
EPI_ISL_497021	20B-1	19B-3	4	10	14	6	1521,5791,9321,15959,23449,25819
EPI_ISL_497021	20B-1	19B-4	4	12	16	6	1521,5791,9669,14488,23449,24737
EPI_ISL_497021	20B-1	19B-1	4	14	18	6	1645,2989,9321,16454,23449,23764
EPI_ISL_497021	20B-1	19A-3	4	10	14	8	1521,4556,8086,10472,13951,18787,23449,23712
EPI_ISL_497082	20B-2	20C-1	2	3	5	1	27104
EPI_ISL_497082	20B-1	20C-1	4	3	7	1	27104
EPI_ISL_497160	20B-2	19A-1	2	5	7	3	1521,8604,18787
EPI_ISL_497160	20B-2	19B-2	2	7	9	3	1521,11477,18787
EPI_ISL_497160	20B-2	19A-2	2	8	10	3	701,12627,18787
EPI_ISL_497160	20B-2	19A-4	2	8	10	3	1521,12627,14488
EPI_ISL_497160	20B-2	19A-3	2	10	12	3	1521,13951,18787
EPI_ISL_497160	20B-2	19B-3	2	10	12	3	1521,11477,15959
EPI_ISL_497160	20B-2	19B-4	2	12	14	3	1521,11824,14488
EPI_ISL_497160	20B-2	19B-1	2	14	16	3	247,11477,16454
EPI_ISL_497160	20B-1	19A-1	4	5	9	5	1521,6449,18787,23449,26188
EPI_ISL_497160	20B-1	19B-2	4	7	11	5	1521,9321,18787,23449,25819
EPI_ISL_497160	20B-1	19B-3	4	10	14	5	1521,9321,15959,23449,25819
EPI_ISL_497160	20B-1	19B-4	4	12	16	5	1521,9669,14488,23449,24737
EPI_ISL_497160	20B-1	19B-1	4	14	18	5	247,9321,16454,23449,23764
EPI_ISL_497160	19A-4	20B-1	8	4	12	7	1521,6449,10472,12627,14488,23449,24819
EPI_ISL_497160	20B-1	19A-2	4	8	12	7	701,6449,10472,12627,18787,23449,26091
EPI_ISL_497160	20B-1	19A-3	4	10	14	7	1521,8086,10472,13951,18787,23449,23712
EPI_ISL_500949	20A-1	19B-2	3	5	8	4	5791,16524,24365,26735
EPI_ISL_500949	20A-1	19B-3	3	8	11	4	5791,15959,24365,26735
EPI_ISL_500949	20A-1	19B-1	3	12	15	4	5861,16454,24680,26028
EPI_ISL_500949	20A-1	19B-4	3	10	13	6	5791,9011,11824,14488,24365,25653
EPI_ISL_507996	20A-3	19B-3	7	2	9	4	1521,5791,11477,15959
EPI_ISL_507996	20A-2	19B-3	8	2	10	4	1521,5791,11477,15959
EPI_ISL_507996	20A-1	19B-3	9	2	11	4	1521,5791,11477,15959
EPI_ISL_507996	20C-1	19B-3	9	2	11	4	1930,5791,11477,15959
EPI_ISL_507996	20B-2	19B-3	10	2	12	4	1521,5791,11477,15959
EPI_ISL_507996	20B-1	19B-3	12	2	14	4	1521,5791,12134,15959
EPI_ISL_507998	20A-3	19B-3	3	6	9	4	11477,15959,17841,25655
EPI_ISL_507998	20A-2	19B-3	4	6	10	4	11477,15959,17841,26735
EPI_ISL_507998	20A-1	19B-3	5	6	11	4	11477,15959,17841,26735
EPI_ISL_507998	20B-2	19B-3	6	6	12	5	11477,15959,17841,25655,28394
EPI_ISL_507998	20B-1	19B-3	8	6	14	5	9321,15959,17841,25819,28394
EPI_ISL_507998	20C-1	19B-3	5	6	11	6	532,1930,11477,15959,17841,26735
EPI_ISL_508044	20B-2	20C-1	2	3	5	1	27104
EPI_ISL_508044	20B-1	20C-1	4	3	7	1	27104
EPI_ISL_508074	20A-3	19B-3	3	6	9	3	1521,15959,17841
EPI_ISL_508074	20B-2	19B-3	6	6	12	4	1521,15959,17841,28394
EPI_ISL_508074	20A-2	19B-3	4	6	10	5	1521,15959,17841,24365,26735
EPI_ISL_508074	20C-1	19B-3	5	6	11	5	1930,15959,17841,24365,26735
EPI_ISL_508074	20A-1	19B-3	5	6	11	7	1521,15959,17841,18350,21022,24365,26735
EPI_ISL_508074	20B-1	19B-3	8	6	14	8	1521,9321,12134,15959,17841,23449,25819,28394
EPI_ISL_508098	20B-2	20C-1	2	3	5	1	27104
EPI_ISL_508098	20B-1	20C-1	4	3	7	1	27104
EPI_ISL_508107	20A-2	19B-3	2	8	10	4	11477,15959,17841,20613
EPI_ISL_508107	20A-1	19B-3	3	8	11	4	11477,15959,17841,21022
EPI_ISL_508107	20C-1	19B-3	3	8	11	6	532,1930,11477,15959,17841,20613
EPI_ISL_508108	19A-1	20A-2	3	2	5	2	8604,24365
EPI_ISL_508108	19A-1	20A-1	3	3	6	2	8604,24365
EPI_ISL_508108	20A-2	19B-2	2	5	7	2	11477,24365
EPI_ISL_508108	19A-2	20A-2	6	2	8	2	12627,24365
EPI_ISL_508108	20A-1	19B-2	3	5	8	2	11477,24365
EPI_ISL_508108	19A-2	20A-1	6	3	9	2	12627,24365
EPI_ISL_508108	19A-3	20A-2	8	2	10	2	13951,23548
EPI_ISL_508108	19A-3	20A-1	8	3	11	2	13951,23548
EPI_ISL_508108	19A-1	20C-1	3	3	6	4	532,1930,8604,24365
EPI_ISL_508108	19A-4	20A-2	6	2	8	4	12627,14488,18986,24365
EPI_ISL_508108	20C-1	19B-2	3	5	8	4	532,1930,11477,24365
EPI_ISL_508108	19A-2	20C-1	6	3	9	4	532,1110,12627,24365
EPI_ISL_508108	19A-4	20A-1	6	3	9	4	12627,14488,16723,24365
EPI_ISL_508108	20A-2	19B-3	2	8	10	4	11477,15959,20613,24365
EPI_ISL_508108	19A-3	20C-1	8	3	11	4	532,1930,13951,23548
EPI_ISL_508108	20A-1	19B-3	3	8	11	4	11477,15959,18350,24365
EPI_ISL_508108	20A-2	19B-4	2	10	12	4	11824,14488,18986,24365
EPI_ISL_508108	20A-1	19B-4	3	10	13	4	11824,14488,16723,24365
EPI_ISL_508108	20A-2	19B-1	2	12	14	4	11477,16454,20951,23600
EPI_ISL_508108	20A-1	19B-1	3	12	15	4	11477,16454,18688,23600
EPI_ISL_508108	19A-4	20C-1	6	3	9	6	532,1930,12627,14488,18986,24365
EPI_ISL_508108	20C-1	19B-3	3	8	11	6	532,1930,11477,15959,20613,24365
EPI_ISL_508108	20C-1	19B-4	3	10	13	6	532,1930,11824,14488,18986,24365
EPI_ISL_508108	20C-1	19B-1	3	12	15	6	656,1930,11477,16454,20951,23600
EPI_ISL_508109	20A-2	19B-2	2	5	7	4	5791,11477,18787,24365
EPI_ISL_508109	20A-1	19B-2	3	5	8	4	5791,11477,16524,24365
EPI_ISL_508109	20A-2	19B-3	2	8	10	4	5791,11477,20613,24365
EPI_ISL_508109	20A-1	19B-3	3	8	11	4	5791,11477,18350,24365
EPI_ISL_508109	20A-2	19B-4	2	10	12	4	5791,9011,18986,24365
EPI_ISL_508109	20A-1	19B-4	3	10	13	4	5791,9011,16723,24365
EPI_ISL_508109	20A-2	19B-1	2	12	14	4	5861,11477,20951,23600
EPI_ISL_508109	20A-1	19B-1	3	12	15	4	5861,11477,18688,23600
EPI_ISL_508109	20C-1	19B-2	3	5	8	6	532,1930,5791,11477,18787,24365
EPI_ISL_508109	20C-1	19B-3	3	8	11	6	532,1930,5791,11477,20613,24365
EPI_ISL_508109	20C-1	19B-4	3	10	13	6	532,1930,5791,9011,18986,24365
EPI_ISL_508109	20C-1	19B-1	3	12	15	6	656,1930,5861,11477,20951,23600
EPI_ISL_508110	20A-3	19B-3	6	3	9	5	1521,5791,11477,17841,20613
EPI_ISL_508110	20A-2	19B-3	7	3	10	5	1521,5791,11477,17841,20613
EPI_ISL_508110	20A-1	19B-3	8	3	11	5	1521,5791,11477,17841,18350
EPI_ISL_508110	20C-1	19B-3	8	3	11	5	532,5791,11477,17841,20613
EPI_ISL_508110	20B-2	19B-3	9	3	12	5	1521,5791,11477,17841,20613
EPI_ISL_508110	20B-1	19B-3	11	3	14	5	1521,5791,9321,17841,20613
EPI_ISL_508117	20A-3	19B-3	6	3	9	3	1521,17841,25655
EPI_ISL_508117	20A-2	19B-3	7	3	10	3	1521,17841,24365
EPI_ISL_508117	20C-1	19B-3	8	3	11	3	532,17841,24365
EPI_ISL_508117	20B-2	19B-3	9	3	12	3	1521,17841,25655
EPI_ISL_508117	20B-1	19B-3	11	3	14	3	1521,17841,23449
EPI_ISL_508117	20A-1	19B-3	8	3	11	5	1521,17841,18350,21022,24365
EPI_ISL_511910	19A-1	20A-3	2	2	4	3	1521,8604,18787
EPI_ISL_511910	20A-3	19B-2	2	4	6	3	1521,11477,18787
EPI_ISL_511910	19A-2	20A-3	5	2	7	3	701,12627,18787
EPI_ISL_511910	19A-4	20A-3	5	2	7	3	1521,12627,14488
EPI_ISL_511910	19A-3	20A-3	7	2	9	3	1521,13951,18787
EPI_ISL_511910	20A-3	19B-3	2	7	9	3	1521,11477,15959
EPI_ISL_511910	20A-3	19B-4	2	9	11	3	1521,11824,14488
EPI_ISL_511910	20A-3	19B-1	2	11	13	3	247,11477,16454
EPI_ISL_511910	19A-1	20A-2	2	3	5	4	1521,8604,18787,24365
EPI_ISL_511910	19A-1	20A-1	2	4	6	4	1521,8604,21022,24365
EPI_ISL_511910	19A-1	20C-1	2	4	6	4	1930,8604,18787,24365
EPI_ISL_511910	20B-2	19A-1	5	2	7	4	1521,8604,18787,26024
EPI_ISL_511910	20B-1	19A-1	7	2	9	4	1521,6449,18787,23449
EPI_ISL_511910	20B-2	19B-2	5	4	9	4	1521,11477,18787,28394
EPI_ISL_511910	20B-2	19A-2	5	5	10	4	701,12627,18787,28666
EPI_ISL_511910	20B-2	19A-4	5	5	10	4	1521,12627,14488,27394
EPI_ISL_511910	20B-2	19A-3	5	7	12	4	1521,13951,18787,28478
EPI_ISL_511910	20B-2	19B-3	5	7	12	4	1521,11477,15959,28394
EPI_ISL_511910	20B-2	19B-4	5	9	14	4	1521,11824,14488,28754
EPI_ISL_511910	20A-2	19B-2	3	4	7	5	1521,11477,18787,24365,26735
EPI_ISL_511910	19A-2	20A-2	5	3	8	5	701,12627,18787,24365,27007
EPI_ISL_511910	19A-4	20A-2	5	3	8	5	1521,12627,14488,24365,25735
EPI_ISL_511910	20A-1	19B-2	4	4	8	5	1521,11477,21022,24365,26735
EPI_ISL_511910	20C-1	19B-2	4	4	8	5	1930,11477,18787,24365,26735
EPI_ISL_511910	19A-2	20A-1	5	4	9	5	701,12627,21022,24365,27007
EPI_ISL_511910	19A-2	20C-1	5	4	9	5	1110,12627,18787,24365,27007
EPI_ISL_511910	19A-4	20C-1	5	4	9	5	1930,12627,14488,24365,25735
EPI_ISL_511910	19A-3	20A-2	7	3	10	5	1521,13951,18787,24628,26819
EPI_ISL_511910	20A-2	19B-3	3	7	10	5	1521,11477,15959,24365,26735
EPI_ISL_511910	19A-3	20A-1	7	4	11	5	1521,13951,21022,24628,26819
EPI_ISL_511910	19A-3	20C-1	7	4	11	5	1930,13951,18787,24628,26819
EPI_ISL_511910	20C-1	19B-3	4	7	11	5	1930,11477,15959,24365,26735
EPI_ISL_511910	20A-2	19B-4	3	9	12	5	1521,11824,14488,24365,25653
EPI_ISL_511910	20C-1	19B-4	4	9	13	5	1930,11824,14488,24365,25653
EPI_ISL_511910	20A-2	19B-1	3	11	14	5	247,11477,16454,24680,26028
EPI_ISL_511910	20B-2	19B-1	5	11	16	5	247,11477,16454,28394,29173
EPI_ISL_511910	20B-1	19B-2	7	4	11	6	1521,9321,18787,23449,25819,28394
EPI_ISL_511910	20B-1	19B-3	7	7	14	6	1521,9321,15959,23449,25819,28394
EPI_ISL_511910	20B-1	19B-4	7	9	16	6	1521,9669,14488,23449,24737,28754
EPI_ISL_511910	19A-4	20A-1	5	4	9	7	1521,12627,14488,16723,21022,24365,25735
EPI_ISL_511910	20A-1	19B-3	4	7	11	7	1521,11477,15959,18350,21022,24365,26735
EPI_ISL_511910	20A-1	19B-4	4	9	13	7	1521,11824,14488,16723,21022,24365,25653
EPI_ISL_511910	20A-1	19B-1	4	11	15	7	247,11477,16454,18688,21022,24680,26028
EPI_ISL_511910	20C-1	19B-1	4	11	15	7	247,656,1930,11477,16454,24680,26028
EPI_ISL_511910	20B-1	19B-1	7	11	18	7	247,9321,16454,23449,23764,28394,29173
EPI_ISL_511910	19A-4	20B-1	5	7	12	8	1521,6449,10472,12627,14488,23449,24819,27394
EPI_ISL_511910	20B-1	19A-2	7	5	12	8	701,6449,10472,12627,18787,23449,26091,28666
EPI_ISL_511910	20B-1	19A-3	7	7	14	8	1521,8086,10472,13951,18787,23449,23712,28478
EPI_ISL_511923	19A-3	20A-3	7	2	9	4	4556,8579,13951,18787
EPI_ISL_511923	20B-2	19A-3	5	7	12	5	4556,8579,13951,18787,28478
EPI_ISL_511923	19A-3	20A-2	7	3	10	6	4556,8579,13951,18787,24628,26819
EPI_ISL_511923	19A-3	20A-1	7	4	11	6	4556,8579,13951,21022,24628,26819
EPI_ISL_511923	20B-1	19A-3	7	7	14	7	4556,10472,13951,18787,23449,23712,28478
EPI_ISL_511923	19A-3	20C-1	7	4	11	8	532,1930,4556,8579,13951,18787,24628,26819
EPI_ISL_512071	20A-1	19B-2	6	2	8	2	16524,24365
EPI_ISL_512071	20A-1	19B-3	6	5	11	2	15959,24365
EPI_ISL_512071	20A-1	19B-4	6	7	13	7	9011,11824,14488,24365,25653,26943,28282
EPI_ISL_512071	20A-1	19B-1	6	9	15	9	247,1645,2989,5861,16454,24680,26028,27992,28804
EPI_ISL_512875	19A-1	20A-1	4	2	6	3	1521,8604,24365
EPI_ISL_512875	20A-1	19B-2	2	6	8	4	1521,5791,24365,26735
EPI_ISL_512875	19A-2	20A-1	7	2	9	4	2099,6942,24365,27007
EPI_ISL_512875	19A-4	20A-1	7	2	9	4	1521,6942,24365,25735
EPI_ISL_512875	19A-3	20A-1	9	2	11	4	1521,4556,24628,26819
EPI_ISL_512875	20A-1	19B-3	2	9	11	4	1521,5791,24365,26735
EPI_ISL_512875	20A-1	19B-4	2	11	13	4	1521,5791,24365,25653
EPI_ISL_512875	20A-1	19B-1	2	13	15	4	1645,2989,24680,26028
EPI_ISL_512895	19A-1	20A-1	4	2	6	4	1521,8604,21022,24365
EPI_ISL_512895	20A-1	19B-2	2	6	8	4	1521,5791,21022,24365
EPI_ISL_512895	19A-2	20A-1	7	2	9	4	2099,6942,21022,24365
EPI_ISL_512895	19A-4	20A-1	7	2	9	4	1521,6942,21022,24365
EPI_ISL_512895	19A-3	20A-1	9	2	11	4	1521,4556,21022,23548
EPI_ISL_512895	20A-1	19B-3	2	9	11	4	1521,5791,21022,24365
EPI_ISL_512895	20A-1	19B-4	2	11	13	4	1521,5791,21022,24365
EPI_ISL_512895	20A-1	19B-1	2	13	15	4	1645,2989,21022,23600
EPI_ISL_512937	20B-2	20A-1	2	3	5	1	27104
EPI_ISL_512937	20B-1	20A-1	4	3	7	1	27104
EPI_ISL_512940	20A-1	19B-2	4	4	8	4	1521,16524,24365,26735
EPI_ISL_512940	20A-1	19B-3	4	7	11	4	1521,15959,24365,26735
EPI_ISL_512940	20A-1	19B-4	4	9	13	6	1521,9011,11824,14488,24365,25653
EPI_ISL_512940	20A-1	19B-1	4	11	15	6	1645,2989,5861,16454,24680,26028
EPI_ISL_512956	20B-2	20A-1	2	3	5	1	27104
EPI_ISL_512956	20B-1	20A-1	4	3	7	1	27104
EPI_ISL_512961	20A-2	19B-2	2	5	7	3	1521,5791,11477
EPI_ISL_512961	20C-1	19B-2	3	5	8	3	1930,5791,11477
EPI_ISL_512961	20A-2	19B-3	2	8	10	3	1521,5791,11477
EPI_ISL_512961	20C-1	19B-3	3	8	11	3	1930,5791,11477
EPI_ISL_512961	20A-2	19B-4	2	10	12	3	1521,5791,9011
EPI_ISL_512961	20C-1	19B-4	3	10	13	3	1930,5791,9011
EPI_ISL_512961	20A-2	19B-1	2	12	14	3	247,5861,11477
EPI_ISL_512961	20A-1	19B-2	3	5	8	5	1521,5791,11477,16524,21022
EPI_ISL_512961	20A-1	19B-3	3	8	11	5	1521,5791,11477,18350,21022
EPI_ISL_512961	20A-1	19B-4	3	10	13	5	1521,5791,9011,16723,21022
EPI_ISL_512961	20A-1	19B-1	3	12	15	5	247,5861,11477,18688,21022
EPI_ISL_512961	20C-1	19B-1	3	12	15	5	247,656,1930,5861,11477
EPI_ISL_512969	20B-2	20A-1	2	3	5	1	27104
EPI_ISL_512969	20B-1	20A-1	4	3	7	1	27104
EPI_ISL_512985	20B-2	19B-2	2	7	9	4	5791,11477,18787,25655
EPI_ISL_512985	20B-1	19B-2	4	7	11	4	5791,12134,18787,25819
EPI_ISL_512985	20B-2	19B-3	2	10	12	4	5791,11477,20613,25655
EPI_ISL_512985	20B-1	19B-3	4	10	14	4	5791,12134,20613,25819
EPI_ISL_512985	20B-2	19B-4	2	12	14	4	5791,9011,18986,24573
EPI_ISL_512985	20B-2	19B-1	2	14	16	4	5861,11477,20951,23600
EPI_ISL_512985	20B-1	19B-1	4	14	18	4	5861,12134,20951,23764
EPI_ISL_512985	20B-1	19B-4	4	12	16	6	5791,9011,9669,12134,18986,24737
EPI_ISL_512987	20A-1	19B-2	2	6	8	4	5791,11477,21022,24365
EPI_ISL_512987	20A-1	19B-3	2	9	11	4	5791,11477,21022,24365
EPI_ISL_512987	20A-1	19B-4	2	11	13	4	5791,9011,21022,24365
EPI_ISL_512987	20A-1	19B-1	2	13	15	4	5861,11477,21022,23600
EPI_ISL_512990	20A-3	19B-2	2	4	6	3	1521,5791,11477
EPI_ISL_512990	20A-3	19B-3	2	7	9	3	1521,5791,11477
EPI_ISL_512990	20A-3	19B-4	2	9	11	3	1521,5791,9011
EPI_ISL_512990	20A-3	19B-1	2	11	13	3	247,5861,11477
EPI_ISL_512990	20B-2	19B-2	5	4	9	4	1521,5791,11477,28394
EPI_ISL_512990	20B-2	19B-3	5	7	12	4	1521,5791,11477,28394
EPI_ISL_512990	20B-2	19B-4	5	9	14	4	1521,5791,9011,28754
EPI_ISL_512990	20A-2	19B-2	3	4	7	5	1521,5791,11477,24365,26735
EPI_ISL_512990	20C-1	19B-2	4	4	8	5	1930,5791,11477,24365,26735
EPI_ISL_512990	20A-2	19B-3	3	7	10	5	1521,5791,11477,24365,26735
EPI_ISL_512990	20C-1	19B-3	4	7	11	5	1930,5791,11477,24365,26735
EPI_ISL_512990	20A-2	19B-4	3	9	12	5	1521,5791,9011,24365,25653
